country,state,county,name,lat,lng
DE,North Rhine-Westphalia,Kreis Lippe,Oerlinghausen,51.95453,8.6622
DE,North Rhine-Westphalia,Kreis Recklinghausen,Oer-Erkenschwick,51.64198,7.26451
DE,Saxony,Erzgebirgskreis,Oelsnitz,50.72584,12.701
DE,Saxony,Vogtlandkreis,Oelsnitz,50.4147,12.1695
DE,North Rhine-Westphalia,Kreis Warendorf,Oelde,51.8289,8.14724
DE,Baden-Württemberg,Landkreis Heilbronn,Oedheim,49.24028,9.25333
DE,Saxony,Mittelsachsen,Oederan,50.86064,13.17164
DE,Saxony-Anhalt,Börde,Oebisfelde,52.43421,10.98786
DE,Lower Saxony,Stade,Oederquart,53.80267,9.2368
DE,Rhineland-Palatinate,Landkreis Bad Kreuznach,Odernheim,49.76511,7.70427
DE,Brandenburg,Barnim,Oderberg,52.86571,14.04508
DE,North Rhine-Westphalia,Rheinisch-Bergischer Kreis,Odenthal,51.03333,7.11667
DE,Bavaria,Landkreis Dachau,Odelzhausen,48.30889,11.19889
DE,Rhineland-Palatinate,Landkreis Mainz-Bingen,Ockenheim,49.94371,7.97127
DE,Rhineland-Palatinate,Landkreis Neuwied,Ockenfels,50.5761,7.27535
DE,North Rhine-Westphalia,Kreis Steinfurt,Ochtrup,52.20802,7.18988
DE,Rhineland-Palatinate,Landkreis Mayen-Koblenz,Ochtendung,50.35,7.38333
DE,Hamburg,,Ochsenwerder,53.47565,10.10147
DE,Baden-Württemberg,Landkreis Biberach,Ochsenhausen,48.07029,9.9503
DE,Bavaria,Landkreis Würzburg,Ochsenfurt,49.66429,10.06227
DE,Rhineland-Palatinate,Landkreis Bad Dürkheim,Obrigheim,49.59161,8.20483
DE,Baden-Württemberg,Neckar-Odenwald-Kreis,Obrigheim,49.35194,9.09083
DE,Bavaria,Landkreis Traunstein,Obing,48.00049,12.40528
DE,Saxony-Anhalt,Saalekreis,Obhausen,51.39172,11.65312
DE,Rhineland-Palatinate,Landkreis Ahrweiler,Oberzissen,50.45,7.2
DE,Baden-Württemberg,Ortenaukreis,Oberwolfach,48.31667,8.21667
DE,Saxony,Zwickau,Oberwiera,50.88913,12.54415
DE,Rhineland-Palatinate,Rhein-Hunsrück-Kreis,Oberwesel,50.10777,7.72522
DE,Thuringia,Landkreis Saalfeld-Rudolstadt,Oberweißbach,50.58231,11.14382
DE,Saarland,Regionalverband Saarbrücken,Heidstock,49.25571,6.88156
DE,Bavaria,Landkreis Schwandorf,Oberviechtach,49.45809,12.41669
DE,Hesse,Hochtaunuskreis,Oberursel,50.20731,8.57747
DE,Hesse,Landkreis Offenbach,Obertshausen,50.07139,8.85123
DE,Bavaria,Landkreis Forchheim,Obertrubach,49.7,11.35
DE,Bavaria,Landkreis Regensburg,Obertraubling,48.96667,12.16667
DE,Bavaria,Landkreis Bad Kissingen,Oberthulba,50.19904,9.95882
DE,Saarland,Landkreis St. Wendel,Oberthal,49.51257,7.08382
DE,Baden-Württemberg,Bodenseekreis,Oberteuringen,47.72409,9.46979
DE,Bavaria,Landkreis Mühldorf am Inn,Obertaufkirchen,48.26046,12.27904
DE,Bavaria,Landkreis Landshut,Obersüßbach,48.61667,11.95
DE,Bavaria,Landkreis Rhön-Grabfeld,Oberstreu,50.40338,10.28775
DE,Baden-Württemberg,Landkreis Ludwigsburg,Oberstenfeld,49.02611,9.32083
DE,Bavaria,Landkreis Oberallgäu,Oberstdorf,47.40724,10.27939
DE,Bavaria,Landkreis Oberallgäu,Oberstaufen,47.55568,10.02245
DE,Baden-Württemberg,Alb-Donau-Kreis,Oberstadion,48.18596,9.69241
DE,Baden-Württemberg,Landkreis Schwäbisch Hall,Obersontheim,49.05667,9.89917
DE,Bavaria,Landkreis Weilheim-Schongau,Obersöchering,47.73333,11.21667
DE,Bavaria,Landkreis Main-Spessart,Obersinn,50.20875,9.61545
DE,Saxony,Görlitz,Oberseifersdorf,50.94314,14.80389
DE,Bavaria,Landkreis Fürstenfeldbruck,Oberschweinbach,48.23817,11.15571
DE,Bavaria,Landkreis Schweinfurt,Oberschwarzach,49.86051,10.40999
DE,,,Oberschöneweide,52.46106,13.52108
DE,Saxony,Mittelsachsen,Oberschöna,50.89759,13.25379
DE,Bavaria,Landkreis Straubing-Bogen,Oberschneiding,48.79573,12.642
DE,Bavaria,Landkreis München,Oberschleißheim,48.25,11.56667
DE,Bavaria,Landkreis Neustadt an der Aisch-Bad Windsheim,Oberscheinfeld,49.70829,10.43418
DE,Baden-Württemberg,Neckar-Odenwald-Kreis,Oberschefflenz,49.41563,9.28235
DE,Rhineland-Palatinate,Landkreis Alzey-Worms,Ober-Saulheim,49.86376,8.13526
DE,Baden-Württemberg,Landkreis Schwäbisch Hall,Oberrot,49.01444,9.66722
DE,Saxony-Anhalt,Mansfeld-Südharz,Oberröblingen,51.43705,11.3075
DE,Baden-Württemberg,Landkreis Ludwigsburg,Oberriexingen,48.92652,9.02701
DE,Bavaria,Landkreis Unterallgäu,Oberrieden,48.08886,10.42611
DE,Baden-Württemberg,Landkreis Breisgau-Hochschwarzwald,Oberried,47.93333,7.95
DE,Bavaria,Landkreis Lindau,Oberreute,47.56303,9.94449
DE,Bavaria,Landkreis Erlangen-Höchstadt,Oberreichenbach,49.58946,10.76892
DE,Baden-Württemberg,Landkreis Calw,Oberreichenbach,48.73333,8.66667
DE,Hesse,Landkreis Darmstadt-Dieburg,Ober-Ramstadt,49.83078,8.74887
DE,Bavaria,Landkreis Deggendorf,Oberpöring,48.70178,12.82482
DE,North Rhine-Westphalia,Rhein-Sieg-Kreis,Oberpleis,50.70745,7.27389
DE,Bavaria,Landkreis Würzburg,Oberpleichfeld,49.87694,10.08682
DE,Bavaria,Landkreis Ebersberg,Oberpframmern,48.02202,11.81331
DE,Bavaria,Augsburg (district),Oberottmarshausen,48.23716,10.85754
DE,Rhineland-Palatinate,Landkreis Südliche Weinstraße,Oberotterbach,49.07044,7.96955
DE,Bavaria,Landkreis Ostallgäu,Oberostendorf,47.9436,10.7427
DE,Rhineland-Palatinate,Landkreis Mainz-Bingen,Ober-Olm,49.93722,8.18889
DE,Bavaria,Landkreis Neustadt an der Aisch-Bad Windsheim,Obernzenn,49.45193,10.4667
DE,Bavaria,Landkreis Passau,Obernzell,48.55485,13.63729
DE,Lower Saxony,Landkreis Schaumburg,Obernkirchen,52.2721,9.12912
DE,Rhineland-Palatinate,Südwestpfalz,Obernheim-Kirchenarnbach,49.35,7.58333
DE,Baden-Württemberg,Zollernalbkreis,Obernheim,48.16297,8.86113
DE,Lower Saxony,Landkreis Göttingen,Obernfeld,51.55,10.23333
DE,Lower Saxony,Landkreis Cuxhaven,Oberndorf,53.75172,9.14376
DE,Bavaria,Landkreis Donau-Ries,Oberndorf,48.66918,10.86749
DE,Baden-Württemberg,Landkreis Rottweil,Oberndorf,48.2905,8.57221
DE,Bavaria,Landkreis Miltenberg,Obernburg am Main,49.83577,9.13101
DE,Bavaria,Landkreis Kitzingen,Obernbreit,49.65863,10.16424
DE,North Rhine-Westphalia,Kreis Herford,Obernbeck,52.20178,8.70404
DE,Rhineland-Palatinate,Donnersbergkreis,Obermoschel,49.72797,7.77266
DE,Hesse,Wetteraukreis,Ober-Mörlen,50.3735,8.69087
DE,Bavaria,Fürth (district),Obermichelbach,49.53117,10.90891
DE,Bavaria,Landkreis Landsberg am Lech,Obermeitingen,48.14685,10.80626
DE,Thuringia,Unstrut-Hainich-Kreis,Obermehler,51.26996,10.59754
DE,Thuringia,Landkreis Schmalkalden-Meiningen,Obermaßfeld-Grimmenthal,50.52898,10.43963
DE,Baden-Württemberg,Alb-Donau-Kreis,Obermarchtal,48.23279,9.57235
DE,Saxony,Zwickau,Oberlungwitz,50.7823,12.70789
DE,Saxony,Bautzen,Oberlichtenau,51.21875,13.98992
DE,Bavaria,Landkreis Bad Kissingen,Oberleichtersbach,50.28333,9.8
DE,Bavaria,Ansbach (district),Langfurth,49.10112,10.45359
DE,Bavaria,Landkreis Hof,Oberkotzau,50.26236,11.93484
DE,Baden-Württemberg,Ostalbkreis,Oberkochen,48.78379,10.10519
DE,Baden-Württemberg,Ortenaukreis,Oberkirch,48.53241,8.07864
DE,North Rhine-Westphalia,,Oberkassel,50.71379,7.16638
DE,Baden-Württemberg,Landkreis Böblingen,Oberjettingen,48.57468,8.77636
DE,Thuringia,Landkreis Schmalkalden-Meiningen,Oberhof,50.70435,10.72716
DE,Baden-Württemberg,Landkreis Karlsruhe,Oberhausen-Rheinhausen,49.27389,8.47167
DE,North Rhine-Westphalia,,Oberhausen,51.47805,6.8625
DE,Bavaria,Landkreis Neuburg-Schrobenhausen,Oberhausen,48.72201,11.11151
DE,Bavaria,Landkreis Weilheim-Schongau,Oberhausen,47.78333,11.13333
DE,Baden-Württemberg,Ortenaukreis,Oberharmersbach,48.37358,8.12542
DE,Bavaria,Landkreis Hof,Oberhaid,50.12614,11.80514
DE,Bavaria,Landkreis München,Oberhaching,48.02455,11.59744
DE,Saxony,Bautzen,Obergurig,51.13294,14.40488
DE,Bavaria,Landkreis Ostallgäu,Obergünzburg,47.84545,10.41821
DE,Bavaria,Landkreis Aichach-Friedberg,Obergriesbach,48.42305,11.0685
DE,Rhineland-Palatinate,Landkreis Alzey-Worms,Ober-Flörsheim,49.68306,8.15528
DE,Rhineland-Palatinate,Landkreis Mayen-Koblenz,Oberfell,50.26038,7.44461
DE,Bavaria,Landkreis Rhön-Grabfeld,Oberelsbach,50.44118,10.11692
DE,Rhineland-Palatinate,Westerwaldkreis,Oberelbert,50.39167,7.81722
DE,Thuringia,Unstrut-Hainich-Kreis,Oberdorla,51.16585,10.42163
DE,Baden-Württemberg,Alb-Donau-Kreis,Oberdischingen,48.3,9.83333
DE,Bavaria,Landkreis Erding,Oberding,48.31667,11.85
DE,Baden-Württemberg,Landkreis Karlsruhe,Oberderdingen,49.06556,8.80306
DE,Bavaria,Ansbach (district),Oberdachstetten,49.41667,10.43333
DE,Saxony,Sächsische Schweiz-Osterzgebirge,Obercunnersdorf,50.91711,13.56015
DE,Baden-Württemberg,Landkreis Esslingen,Oberboihingen,48.65,9.36667
DE,Hesse,Lahn-Dill-Kreis,Oberbiel,50.5532,8.42797
DE,Bavaria,Landkreis Mühldorf am Inn,Oberbergkirchen,48.3,12.38333
DE,Hesse,Schwalm-Eder-Kreis,Oberaula,50.85,9.46667
DE,Bavaria,Landkreis Rosenheim,Oberaudorf,47.64822,12.17242
DE,Bavaria,Fürth (district),Oberasbach,49.42275,10.95766
DE,Bavaria,Landkreis Garmisch-Partenkirchen,Oberammergau,47.59812,11.06692
DE,Schleswig-Holstein,Kreis Segeberg,Nützen,53.86256,9.92088
DE,Baden-Württemberg,Rhein-Neckar-Kreis,Nußloch,49.32389,8.69556
DE,Schleswig-Holstein,Herzogtum Lauenburg,Nusse,53.65654,10.58391
DE,Bavaria,Landkreis Rosenheim,Nußdorf am Inn,47.74232,12.15611
DE,Bavaria,Landkreis Traunstein,Nußdorf,47.90564,12.59608
DE,Baden-Württemberg,Landkreis Esslingen,Nürtingen,48.62565,9.34203
DE,Bavaria,,Nuremberg,49.45421,11.07752
DE,Saxony,Meißen,Nünchritz,51.29993,13.38555
DE,North Rhine-Westphalia,Oberbergischer Kreis,Nümbrecht,50.90427,7.54063
DE,Baden-Württemberg,Landkreis Böblingen,Nufringen,48.62253,8.89009
DE,Bavaria,Landkreis Bad Kissingen,Nüdlingen,50.22063,10.12296
DE,Saxony-Anhalt,Wittenberg,Nudersdorf,51.93025,12.59554
DE,Schleswig-Holstein,Rendsburg-Eckernförde,Nübbel,54.2717,9.61725
DE,Baden-Württemberg,Landkreis Esslingen,Notzingen,48.67076,9.45721
DE,North Rhine-Westphalia,Kreis Coesfeld,Nottuln,51.93333,7.35
DE,Lower Saxony,Stade,Nottensdorf,53.48507,9.60291
DE,Mecklenburg-Vorpommern,Ludwigslust-Parchim,Nostorf,53.40656,10.65408
DE,Saxony,Meißen,Nossen,51.05798,13.29652
DE,North Rhine-Westphalia,Kreis Düren,Nörvenich,50.80604,6.63952
DE,Lower Saxony,Landkreis Osnabrück,Nortrup,52.61503,7.86072
DE,Schleswig-Holstein,Rendsburg-Eckernförde,Nortorf,54.16738,9.85437
DE,Lower Saxony,Landkreis Leer,Nortmoor,53.24608,7.57178
DE,Lower Saxony,Landkreis Northeim,Northeim,51.70662,9.99997
DE,Rhineland-Palatinate,Landkreis Mayen-Koblenz,Nörtershausen,50.21667,7.48333
DE,Lower Saxony,Landkreis Northeim,Nörten-Hardenberg,51.62878,9.93593
DE,Rhineland-Palatinate,Landkreis Bad Kreuznach,Norheim,49.81091,7.81478
DE,North Rhine-Westphalia,Kreis Steinfurt,Nordwalde,52.08333,7.48333
DE,Lower Saxony,Landkreis Hildesheim,Nordstemmen,52.16196,9.7835
DE,Baden-Württemberg,Ortenaukreis,Nordrach,48.4,8.08333
DE,Bavaria,Landkreis Donau-Ries,Nördlingen,48.85122,10.48868
DE,Lower Saxony,Landkreis Cuxhaven,Nordleda,53.76823,8.8209
DE,North Rhine-Westphalia,Kreis Coesfeld,Nordkirchen,51.73827,7.52197
DE,Lower Saxony,Landkreis Grafschaft Bentheim,Nordhorn,52.43081,7.06833
DE,Lower Saxony,Landkreis Cuxhaven,Nordholz,53.78448,8.61354
DE,Bavaria,Landkreis Kitzingen,Nordheim,49.8587,10.18545
DE,Baden-Württemberg,Landkreis Heilbronn,Nordheim,49.10861,9.12778
DE,Thuringia,Landkreis Nordhausen,Nordhausen,51.5018,10.7957
DE,Schleswig-Holstein,Dithmarschen,Nordhastedt,54.17303,9.1811
DE,Bavaria,Landkreis Kronach,Nordhalben,50.37411,11.50992
DE,Schleswig-Holstein,Kreis Segeberg,Norderstedt,53.70177,9.99328
DE,Lower Saxony,Landkreis Aurich,Norderney,53.70803,7.15716
DE,Hesse,,Nordenstadt,50.06464,8.34324
DE,Lower Saxony,Landkreis Wesermarsch,Nordenham,53.50098,8.48965
DE,Bavaria,Augsburg (district),Nordendorf,48.59478,10.83183
DE,Lower Saxony,Landkreis Aurich,Norden,53.59549,7.20615
DE,Lower Saxony,Landkreis Aurich,Norddeich,53.61349,7.16043
DE,Saarland,Landkreis St. Wendel,Nonnweiler,49.60762,6.96986
DE,Bavaria,Landkreis Lindau,Nonnenhorn,47.57386,9.61038
DE,Thuringia,Landkreis Weimarer Land,Nohra,50.96136,11.25971
DE,Saarland,Landkreis St. Wendel,Nohfelden,49.58693,7.14283
DE,Thuringia,Altenburger Land,Nobitz,50.97621,12.48605
DE,Thuringia,Altenburger Land,Nöbdenitz,50.86667,12.28333
DE,Bavaria,Landkreis Regensburg,Nittendorf,49.02459,11.96126
DE,Bavaria,Landkreis Schwandorf,Nittenau,49.19425,12.26741
DE,Rhineland-Palatinate,Landkreis Trier-Saarburg,Nittel,49.65,6.45
DE,Rhineland-Palatinate,Westerwaldkreis,Nister,50.67583,7.83833
DE,North Rhine-Westphalia,,Nippes,50.96545,6.95314
DE,Schleswig-Holstein,Dithmarschen,Nindorf,54.08723,9.11948
DE,,,Nikolassee,52.4227,13.18508
DE,Saxony,Görlitz,Niesky,51.29241,14.82107
DE,Rhineland-Palatinate,Landkreis Mainz-Bingen,Nierstein,49.87003,8.33647
DE,Mecklenburg-Vorpommern,Vorpommern-Rügen,Niepars,54.31447,12.92447
DE,,,Nienstedten,53.55575,9.84471
DE,Lower Saxony,Landkreis Schaumburg,Nienstädt,52.29242,9.1644
DE,Mecklenburg-Vorpommern,,Nienhagen,54.14869,12.17434
DE,Hamburg,,Niendorf,53.61769,9.95032
DE,Niedersachsen,Landkreis Nienburg/Weser,Nienburg,52.64437,9.21658
DE,Saxony-Anhalt,Salzlandkreis,Nienburg/Saale,51.83747,11.76979
DE,Nordrhein-Westfalen,,Nienberge,51.99561,7.55527
DE,Brandenburg,Potsdam-Mittelmark,Niemegk,52.07388,12.68947
DE,Saxony-Anhalt,Saalekreis,Niemberg,51.55035,12.09089
DE,North Rhine-Westphalia,Kreis Höxter,Nieheim,51.80499,9.11302
DE,Rhineland-Palatinate,Landkreis Ahrweiler,Niederzissen,50.45876,7.2181
DE,Thuringia,Landkreis Weimarer Land,Niederzimmern,51.00476,11.19028
DE,North Rhine-Westphalia,Kreis Düren,Niederzier,50.88333,6.46667
DE,Bavaria,Landkreis Straubing-Bogen,Niederwinkling,48.88333,12.8
DE,Saxony,Mittelsachsen,Niederwiesa,50.86667,13.01667
DE,Rhineland-Palatinate,Landkreis Mayen-Koblenz,Niederwerth,50.4,7.61667
DE,Bavaria,Landkreis Schweinfurt,Niederwerrn,50.06149,10.1827
DE,Nordrhein-Westfalen,Ennepe-Ruhr-Kreis,Niederwenigern,51.40447,7.13913
DE,Baden-Württemberg,Landkreis Ravensburg,Niederwangen,47.67192,9.7988
DE,Bavaria,Landkreis Dingolfing-Landau,Niederviehbach,48.61667,12.38333
DE,Bavaria,Landkreis Mühldorf am Inn,Niedertaufkirchen,48.33333,12.55
DE,Saxony,Mittelsachsen,Niederstriegis,51.08243,13.14925
DE,Baden-Württemberg,Landkreis Heidenheim,Niederstotzingen,48.54127,10.23505
DE,Baden-Württemberg,Main-Tauber-Kreis,Niederstetten,49.4,9.91944
DE,,,Niederschönhausen,52.58483,13.40272
DE,,,Niederschöneweide,52.45564,13.51554
DE,Bavaria,Landkreis Donau-Ries,Niederschönenfeld,48.71667,10.93333
DE,Saxony,Mittelsachsen,Niederschöna,50.96671,13.4191
DE,Thuringia,Landkreis Nordhausen,Niedersachswerfen,51.55062,10.76594
DE,Bayern,Landkreis Dachau,Niederroth,48.32316,11.38789
DE,Thuringia,Landkreis Weimarer Land,Niederroßla,51.03333,11.48333
DE,Bavaria,Landkreis Unterallgäu,Niederrieden,48.0576,10.18321
DE,Thuringia,Landkreis Eichsfeld,Niederorschel,51.37222,10.42372
DE,Rhineland-Palatinate,Landkreis Mainz-Bingen,Nieder-Olm,49.91166,8.20533
DE,Lower Saxony,Landkreis Schaumburg,Niedernwöhren,52.35214,9.14788
DE,Hesse,Rheingau-Taunus-Kreis,Niedernhausen,50.16307,8.31338
DE,Baden-Württemberg,Hohenlohekreis,Niedernhall,49.29516,9.61604
DE,Rhineland-Palatinate,Rhein-Lahn-Kreis,Niederneisen,50.33333,8.05
DE,Saxony-Anhalt,Börde,Niederndodeleben,52.13416,11.50085
DE,Bavaria,Landkreis Miltenberg,Niedernberg,49.91222,9.13694
DE,Bavaria,Landkreis Schwandorf,Niedermurach,49.44999,12.3761
DE,Rhineland-Palatinate,Landkreis Kaiserslautern,Niedermohr,49.45899,7.46955
DE,North Rhine-Westphalia,Kreis Düren,Niedermerz,50.88151,6.26651
DE,Bavaria,Landkreis Rhön-Grabfeld,Niederlauer,50.29411,10.17712
DE,Lower Saxony,Landkreis Emsland,Niederlangen,52.85712,7.28199
DE,North Rhine-Westphalia,Kreis Viersen,Niederkrüchten,51.2,6.21667
DE,Hesse,Landkreis Marburg-Biedenkopf,Niederklein,50.794,8.99694
DE,Rhineland-Palatinate,Landkreis Bad Dürkheim,Niederkirchen bei Deidesheim,49.415,8.21
DE,Rhineland-Palatinate,Landkreis Kaiserslautern,Niederkirchen,49.58333,7.7
DE,North Rhine-Westphalia,Rhein-Sieg-Kreis,Niederkassel,50.81503,7.03777
DE,Rhineland-Palatinate,Landkreis Mainz-Bingen,Nieder-Ingelheim,49.97756,8.07246
DE,Hesse,Main-Kinzig-Kreis,Nieder-Gründau,50.21097,9.10801
DE,Brandenburg,Teltow-Fläming,Niedergörsdorf,51.97943,12.98541
DE,Bavaria,Landkreis Coburg,Niederfüllbach,50.22002,10.99086
DE,Saxony,Zwickau,Niederfrohna,50.9,12.71667
DE,Hesse,Wetteraukreis,Nieder-Florstadt,50.3162,8.86166
DE,Rhineland-Palatinate,Landkreis Altenkirchen,Niederfischbach,50.85,7.86667
DE,Rhineland-Palatinate,Landkreis Mayen-Koblenz,Niederfell,50.28333,7.46667
DE,Baden-Württemberg,Schwarzwald-Baar-Kreis,Niedereschach,48.13333,8.53333
DE,Rhineland-Palatinate,Westerwaldkreis,Niedererbach,50.4261,7.97425
DE,Rhineland-Palatinate,Westerwaldkreis,Niederelbert,50.40775,7.8099
DE,Rhineland-Palatinate,Landkreis Ahrweiler,Niederdürenbach,50.45,7.18333
DE,Nordrhein-Westfalen,Kreis Siegen-Wittgenstein,Niederdresselndorf,50.72075,8.1363
DE,Rhineland-Palatinate,Landkreis Altenkirchen,Niederdreisbach,50.74955,7.92352
DE,Thuringia,Unstrut-Hainich-Kreis,Niederdorla,51.16025,10.4482
DE,Hesse,Main-Kinzig-Kreis,Niederdorfelden,50.19415,8.80005
DE,Saxony,Erzgebirgskreis,Niederdorf,50.72623,12.78587
DE,Saxony,Görlitz,Niedercunnersdorf,51.05398,14.6583
DE,Rhineland-Palatinate,Landkreis Neuwied,Niederbreitbach,50.53051,7.42099
DE,Hesse,Lahn-Dill-Kreis,Niederbiel,50.55505,8.39845
DE,Bavaria,Landkreis Mühldorf am Inn,Niederbergkirchen,48.31667,12.5
DE,North Rhine-Westphalia,Rhein-Sieg-Kreis,Niederbachem,50.64554,7.17986
DE,Hesse,Landkreis Hersfeld-Rotenburg,Niederaula,50.8,9.6
DE,Saxony,Meißen,Niederau,51.1773,13.54563
DE,Bavaria,Landkreis Rosenheim,Aschau im Chiemgau,47.77689,12.32297
DE,Bavaria,Landkreis Deggendorf,Niederalteich,48.76564,13.02412
DE,Bavaria,Landkreis Landshut,Niederaichbach,48.6,12.31667
DE,Hesse,Schwalm-Eder-Kreis,Niedenstein,51.23342,9.31029
DE,Schleswig-Holstein,Northern Friesland,Niebüll,54.78663,8.82854
DE,North Rhine-Westphalia,Kreis Düren,Nideggen,50.69268,6.48437
DE,Hesse,Main-Kinzig-Kreis,Nidderau,50.23805,8.86704
DE,Hesse,Wetteraukreis,Nidda,50.4133,9.00638
DE,Rhineland-Palatinate,Landkreis Mayen-Koblenz,Nickenich,50.41421,7.32728
DE,Rhineland-Palatinate,Landkreis Trier-Saarburg,Newel,49.8124,6.58304
DE,Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Neverin,53.61913,13.33483
DE,Brandenburg,Oder-Spree,Neuzelle,52.09016,14.64804
DE,Brandenburg,Dahme-Spreewald,Neu Zauche,51.92757,14.08812
DE,Niedersachsen,Harburg,Neu Wulmstorf,53.46625,9.79206
DE,Schleswig-Holstein,Rendsburg-Eckernförde,Neuwittenbek,54.36799,10.02686
DE,Rhineland-Palatinate,Landkreis Neuwied,Neuwied,50.4336,7.47057
DE,Baden-Württemberg,Landkreis Calw,Neuweiler,48.66667,8.6
DE,Bavaria,Landkreis Neu-Ulm,Neu-Ulm,48.39279,10.01112
DE,Brandenburg,Märkisch-Oderland,Neutrebbin,52.66482,14.22802
DE,Bavaria,Landkreis Regensburg,Neutraubling,48.98737,12.201
DE,Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Neustrelitz,53.36024,13.07261
DE,Schleswig-Holstein,Ostholstein,Neustadt in Holstein,54.10707,10.8145
DE,Mecklenburg-Vorpommern,Ludwigslust-Parchim,Neustadt-Glewe,53.37846,11.59264
DE,Bavaria,Landkreis Coburg,Neustadt bei Coburg,50.32975,11.12058
DE,Rhineland-Palatinate,,Neustadt an der Weinstraße,49.35009,8.13886
DE,Bavaria,Landkreis Neustadt an der Waldnaab,Neustadt an der Waldnaab,49.73287,12.17773
DE,Bavaria,Landkreis Kelheim,Neustadt an der Donau,48.80705,11.76952
DE,Bavaria,Landkreis Neustadt an der Aisch-Bad Windsheim,Neustadt an der Aisch,49.57953,10.61126
DE,Lower Saxony,Region Hannover,Neustadt am Rübenberge,52.50462,9.45871
DE,Thuringia,Ilm-Kreis,Neustadt am Rennsteig,50.58216,10.93323
DE,Bavaria,Landkreis Main-Spessart,Neustadt am Main,49.93021,9.56808
DE,Hamburg,,Neustadt,53.55196,9.98558
DE,Saxony-Anhalt,,Neue Neustadt,52.15,11.63333
DE,Saxony,Sächsische Schweiz-Osterzgebirge,Neustadt in Sachsen,51.02844,14.21785
DE,Hesse,Landkreis Marburg-Biedenkopf,Neustadt (Hessen),50.85,9.11667
DE,Saxony,Vogtlandkreis,Neustadt Vogtland,50.461,12.33224
DE,North Rhine-Westphalia,Rhein-Kreis Neuss,Neuss,51.19807,6.68504
DE,Bavaria,Landkreis Tirschenreuth,Neusorg,49.93333,11.96667
DE,Bavaria,Ansbach (district),Neusitz,49.37185,10.22559
DE,Bavaria,Landkreis Freyung-Grafenau,Neuschönau,48.88419,13.47576
DE,Bayern,Landkreis Augsburg,Neusäß,48.39249,10.83333
DE,Saxony,Görlitz,Neusalza-Spremberg,51.03945,14.5356
DE,Brandenburg,Ostprignitz-Ruppin,Neuruppin,52.92815,12.80311
DE,Bavaria,Landkreis München,Neuried,48.09322,11.46561
DE,Bavaria,Landkreis Freyung-Grafenau,Neureichenau,48.74861,13.74699
DE,Rhineland-Palatinate,Landkreis Germersheim,Neupotz,49.11778,8.31944
DE,Bavaria,Landkreis Altötting,Neuötting,48.24102,12.68998
DE,Bavaria,Nürnberger Land,Neunkirchen am Sand,49.52464,11.31955
DE,Bavaria,Landkreis Bayreuth,Neunkirchen am Main,49.923,11.64793
DE,North Rhine-Westphalia,Kreis Siegen-Wittgenstein,Neunkirchen,50.8,8.0
DE,Baden-Württemberg,Neckar-Odenwald-Kreis,Neunkirchen,49.38694,9.01056
DE,Saarland,Landkreis Neunkirchen,Neunkirchen,49.34449,7.18045
DE,Rhineland-Palatinate,Westerwaldkreis,Neunkhausen,50.70722,7.90278
DE,Saxony-Anhalt,Salzlandkreis,Neundorf,51.8208,11.57484
DE,Bavaria,Landkreis Schwandorf,Neunburg vorm Wald,49.34782,12.38621
DE,Schleswig-Holstein,,Neumünster,54.07399,9.98456
DE,Mecklenburg-Vorpommern,,Neumühle,53.63171,11.37085
DE,Bavaria,Landkreis Mühldorf am Inn,Neumarkt-Sankt Veit,48.36051,12.50723
DE,Bavaria,Landkreis Neumarkt in der Oberpfalz,Neumarkt in der Oberpfalz,49.28028,11.46278
DE,Saxony,Vogtlandkreis,Neumark,50.6601,12.35619
DE,Baden-Württemberg,Rhein-Neckar-Kreis,Neulußheim,49.29333,8.52194
DE,Brandenburg,Märkisch-Oderland,Neulewin,52.72434,14.27922
DE,Baden-Württemberg,Ostalbkreis,Neuler,48.92803,10.06888
DE,Hamburg,,Neuland,53.46965,10.03287
DE,,,Neukölln,52.47719,13.43126
DE,Mecklenburg-Vorpommern,Nordwestmecklenburg,Neukloster,53.86661,11.68779
DE,Bavaria,Landkreis Cham,Neukirchen beim Heiligen Blut,49.25867,12.96867
DE,Bavaria,Landkreis Schwandorf,Neukirchen-Balbini,49.29101,12.43643
DE,Schleswig-Holstein,Northern Friesland,Neukirchen,54.86667,8.73333
DE,Schleswig-Holstein,Ostholstein,Neukirchen,54.2166,10.55456
DE,Hesse,Schwalm-Eder-Kreis,Neukirchen,50.86906,9.34655
DE,Saxony,Zwickau,Neukirchen,50.80188,12.38416
DE,Saxony,Erzgebirgskreis,Neukirchen,50.77955,12.86755
DE,Bavaria,Landkreis Cham,Neukirchen,49.26015,12.96921
DE,Bavaria,Landkreis Straubing-Bogen,Neukirchen,48.97506,12.75547
DE,Saxony,Bautzen,Neukirch,51.28333,13.98333
DE,Saxony,Bautzen,Neukirch/Lausitz,51.09727,14.30789
DE,Baden-Württemberg,Bodenseekreis,Neukirch,47.65738,9.70333
DE,Saxony,Landkreis Leipzig,Neukieritzsch,51.14995,12.4109
DE,Mecklenburg-Vorpommern,Ludwigslust-Parchim,Neu Kaliß,53.17466,11.29446
DE,Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Neukalen,53.82275,12.79015
