country,state,county,name,lat,lng
GB,England,Isle of Wight,Gurnard,50.76057,-1.32411
GB,England,Cornwall,Gunnislake,50.52441,-4.21333
GB,England,North Lincolnshire,Gunness,53.5908,-0.72834
GB,Scotland,East Lothian,Gullane,56.03652,-2.82829
GB,England,West Yorkshire,Guiseley,53.87561,-1.71232
GB,England,Redcar and Cleveland,Guisborough,54.53478,-1.05606
GB,Wales,Powys,Guilsfield,52.69634,-3.15712
GB,England,Surrey,Guildford,51.23536,-0.57427
GB,England,Suffolk,Grundisburgh,52.11222,1.24618
GB,England,Oxfordshire,Grove,51.60954,-1.42187
GB,Wales,Monmouthshire,Grosmont,51.91667,-2.86667
GB,England,East Sussex,Groombridge,51.11543,0.18295
GB,England,Norfolk,Griston,52.5572,0.86436
GB,England,Stockton-on-Tees,Grindon,54.61667,-1.38333
GB,England,East Riding of Yorkshire,Grindale,54.12453,-0.27363
GB,England,Leicestershire,Grimston,52.79011,-0.98656
GB,England,Norfolk,Grimston,52.77312,0.54846
GB,England,North East Lincolnshire,Grimsby,53.56539,-0.07553
GB,Northern Ireland,County Down,Greyabbey,54.53483,-5.56028
GB,Scotland,Dumfries and Galloway,Gretna,54.9938,-3.06594
GB,Wales,Wrexham,Gresford,53.08539,-2.97062
GB,England,Rutland,Greetham,52.72059,-0.63068
GB,England,,Greenwich,51.47785,-0.01176
GB,Scotland,Inverclyde,Greenock,55.94838,-4.76121
GB,Northern Ireland,County Antrim,Greenisland,54.70081,-5.87479
GB,England,Kent,Greenhithe,51.45026,0.28539
GB,England,Northumberland,Greenhead,54.96667,-2.51667
GB,England,,Greenford,51.52866,-0.35508
GB,Wales,Flintshire,Greenfield,53.28333,-3.21667
GB,England,Essex,Great Yeldham,52.01347,0.5654
GB,England,Norfolk,Great Yarmouth,52.60831,1.73052
GB,England,Staffordshire,Great Wyrley,52.66277,-2.01111
GB,England,Suffolk,Great Waldingfield,52.05545,0.77436
GB,England,Essex,Great Wakering,51.55242,0.8038
GB,England,Devon,Great Torrington,50.95309,-4.14401
GB,England,Warrington,Great Sankey,53.39234,-2.63994
GB,England,Cambridgeshire,Great Paxton,52.26057,-0.22818
GB,England,Shropshire,Great Ness,52.76385,-2.89151
GB,England,Buckinghamshire,Great Missenden,51.70419,-0.70797
GB,England,Worcestershire,Great Malvern,52.11161,-2.32515
GB,England,Essex,Great Leighs,51.82761,0.5064
GB,England,,Great Houghton,53.55352,-1.34952
GB,England,Buckinghamshire,Great Horwood,51.97351,-0.88088
GB,England,Essex,Great Horkesley,51.93821,0.87551
GB,England,Lancashire,Great Harwood,53.78512,-2.40865
GB,England,Shropshire,Great Hanwood,52.68333,-2.81667
GB,England,Hartlepool,Greatham,54.64183,-1.23806
GB,England,Cambridgeshire,Great Gransden,52.18546,-0.14574
GB,England,Lincolnshire,Great Gonerby,52.93507,-0.66685
GB,England,Leicestershire,Great Glen,52.57548,-1.0349
GB,England,Lancashire,Great Eccleston,53.85315,-2.87026
GB,England,Essex,Great Dunmow,51.8723,0.36255
GB,England,East Riding of Yorkshire,Driffield,54.00613,-0.44495
GB,England,North East Lincolnshire,Great Coates,53.5707,-0.13905
GB,England,Essex,Great Chesterford,52.06431,0.1972
GB,England,Surrey,Great Bookham,51.27916,-0.37423
GB,England,Essex,Great Bentley,51.85333,1.06379
GB,England,Wiltshire,Great Bedwyn,51.3795,-1.60151
GB,England,Suffolk,Great Barton,52.27257,0.76679
GB,England,Bedford,Great Barford,52.15791,-0.35235
GB,England,Essex,Great Bardfield,51.94813,0.43645
GB,England,North Yorkshire,Great Ayton,54.49148,-1.13623
GB,England,Hertfordshire,Great Amwell,51.79014,-0.01669
GB,England,Thurrock,Grays,51.47566,0.32521
GB,England,Kent,Gravesend,51.44206,0.37106
GB,England,Central Bedfordshire,Gravenhurst,52.00854,-0.36982
GB,England,North Yorkshire,Grassington,54.0714,-1.99822
GB,Scotland,Highland,Grantown on Spey,57.33051,-3.60867
GB,England,Lincolnshire,Grantham,52.91149,-0.64184
GB,Scotland,Falkirk,Grangemouth,56.01141,-3.72183
GB,England,Medway,Grain,51.45591,0.71126
GB,England,North Lincolnshire,Goxhill,53.67635,-0.33759
GB,Wales,Monmouthshire,Govilon,51.81928,-3.06295
GB,Scotland,Inverclyde,Gourock,55.96157,-4.81789
GB,England,Kent,Goudhurst,51.11314,0.45615
GB,England,Nottinghamshire,Gotham,52.86799,-1.20558
GB,England,Hampshire,Gosport,50.79509,-1.12902
GB,England,Tyne and Wear,Gosforth,55.0,-1.61667
GB,England,Essex,Gosfield,51.93657,0.59197
GB,England,Lincolnshire,Gosberton,52.86913,-0.16102
GB,Wales,Swansea,Gorseinon,51.66931,-4.04163
GB,England,Norfolk,Gorleston-on-Sea,52.57301,1.73069
GB,England,West Sussex,Goring-by-Sea,50.81239,-0.42194
GB,England,Oxfordshire,Goring,51.52322,-1.13342
GB,Scotland,Midlothian,Gorebridge,55.84594,-3.04563
GB,England,Cheshire East,Goostrey,53.22731,-2.33919
GB,England,Lancashire,Goosnargh,53.822,-2.67017
GB,England,East Riding of Yorkshire,Goole,53.70324,-0.87732
GB,Wales,Pembrokeshire,Goodwick,52.00491,-4.99511
GB,England,,Goodmayes,51.56288,0.11068
GB,Scotland,Highland,Golspie,57.97266,-3.97798
GB,Wales,,Goldcliff,51.54222,-2.91778
GB,England,Greater Manchester,Golborne,53.47693,-2.59651
GB,England,Surrey,Godstone,51.24779,-0.06914
GB,England,Isle of Wight,Godshill,50.63308,-1.25476
GB,England,Cambridgeshire,Godmanchester,52.31939,-0.17509
GB,England,Surrey,Godalming,51.1858,-0.61489
GB,England,Shropshire,Gobowen,52.89615,-3.03686
GB,England,Staffordshire,Gnosall,52.78558,-2.25483
GB,Wales,Neath Port Talbot,Glyn-neath,51.7475,-3.61833
GB,Wales,Neath Port Talbot,Glyncorrwg,51.67944,-3.62806
GB,England,North Yorkshire,Glusburn,53.9,-2.0
GB,England,Gloucestershire,Gloucester,51.86568,-2.2431
GB,England,Derbyshire,Glossop,53.44325,-1.949
GB,England,City of Peterborough,Glinton,52.63921,-0.29629
GB,Scotland,Fife,Glenrothes,56.19514,-3.17316
GB,England,Leicestershire,Glen Parva,52.58527,-1.17062
GB,England,Leicestershire,Glenfield,52.6466,-1.19493
GB,Scotland,North Lanarkshire,Glenboig,55.89422,-4.04619
GB,Northern Ireland,County Antrim,Glenavy,54.59231,-6.21371
GB,Northern Ireland,County Antrim,Glenariff,55.05,-6.06667
GB,England,Suffolk,Glemsford,52.10351,0.66912
GB,England,Warrington,Glazebury,53.47078,-2.49823
GB,England,Somerset,Glastonbury,51.14745,-2.72075
GB,Scotland,Glasgow City,Glasgow,55.86515,-4.25763
GB,Wales,Carmarthenshire,Glanamman,51.8,-3.93333
GB,Scotland,South Ayrshire,Girvan,55.24255,-4.85551
GB,England,Cambridgeshire,Girton,52.23333,0.08333
GB,Wales,Monmouthshire,Gilwern,51.82475,-3.09355
GB,England,Medway,Gillingham,51.38914,0.54863
GB,England,Dorset,Gillingham,51.03833,-2.27611
GB,Northern Ireland,County Down,Gilford,54.37256,-6.36126
GB,Wales,Rhondda Cynon Taf,Gilfach Goch,51.59213,-3.47296
GB,England,West Yorkshire,Gildersome,53.7614,-1.63147
GB,England,East Riding of Yorkshire,Gilberdyke,53.75297,-0.73892
GB,Scotland,East Renfrewshire,Giffnock,55.80373,-4.29488
GB,England,Cornwall,Germoe,50.11539,-5.37881
GB,Wales,Caerphilly,Gelligaer,51.66444,-3.25611
GB,England,Lincolnshire,Gedney Hill,52.68434,-0.02008
GB,England,Nottinghamshire,Gedling,52.97574,-1.07873
GB,England,North Northamptonshire,Geddington,52.43757,-0.68965
GB,England,Milton Keynes,Gayhurst,52.11362,-0.76278
GB,England,Tyne and Wear,Gateshead,54.96209,-1.60168
GB,Northern Ireland,County Londonderry,Garvagh,54.98333,-6.66667
GB,England,,Garswood,53.48878,-2.67224
GB,England,Bath and North East Somerset,Garston,53.33333,-2.9
GB,England,Hertfordshire,Garston,51.689,-0.39512
GB,England,Lancashire,Garstang,53.90081,-2.77417
GB,England,Oxfordshire,Garsington,51.71623,-1.16129
GB,England,North Yorkshire,Gargrave,53.98353,-2.10459
GB,England,West Yorkshire,Garforth,53.79173,-1.38067
GB,Scotland,Argyll and Bute,Garelochhead,56.08203,-4.82909
GB,England,Cambridgeshire,Gamlingay,52.15561,-0.19303
GB,Scotland,East Ayrshire,Galston,55.60093,-4.38172
GB,England,Lancashire,Galgate,53.99362,-2.79201
GB,Scotland,Scottish Borders,Galashiels,55.61458,-2.80695
GB,England,Lincolnshire,Gainsborough,53.38333,-0.76667
GB,England,County Durham,Gainford,54.54718,-1.73601
GB,Wales,Isle of Anglesey,Gaerwen,53.22112,-4.27362
GB,England,Lancashire,Fylde,53.83333,-2.91667
GB,England,Wiltshire,Fyfield,51.41667,-1.78333
GB,England,,Fulwood,53.35,-1.55
GB,England,East Riding of Yorkshire,Full Sutton,53.98869,-0.86758
GB,England,,Fulham,51.48026,-0.1993
GB,England,York,Fulford,53.93333,-1.06667
GB,England,Cambridgeshire,Fulbourn,52.18283,0.22046
GB,England,Somerset,Frome,51.22834,-2.32211
GB,England,Cheshire West and Chester,Frodsham,53.29485,-2.72745
GB,England,Cumbria,Frizington,54.54185,-3.4946
GB,England,East Sussex,Friston,50.76402,0.1993
GB,Scotland,Angus,Friockheim,56.63688,-2.66806
GB,England,Essex,Frinton-on-Sea,51.83061,1.24424
GB,England,Surrey,Frimley,51.31667,-0.74544
GB,England,,Friern Barnet,51.61328,-0.15853
GB,Wales,Pembrokeshire,Freystrop,51.76333,-4.96028
GB,Scotland,Fife,Freuchie,56.24688,-3.15861
GB,England,Isle of Wight,Freshwater,50.68365,-1.52616
GB,England,Bath and North East Somerset,Freshford,51.33917,-2.30306
GB,England,Devon,Fremington,51.06955,-4.1366
GB,England,Lancashire,Freckleton,53.75433,-2.86489
GB,Scotland,Aberdeenshire,Fraserburgh,57.68744,-2.01844
GB,England,Gloucestershire,Frampton on Severn,51.77054,-2.36382
GB,England,Suffolk,Framlingham,52.22117,1.34205
GB,England,Cambridgeshire,Fowlmere,52.09343,0.07433
GB,England,Cornwall,Fowey,50.33634,-4.6386
GB,England,Hampshire,Four Marks,51.10735,-1.04945
GB,Wales,Powys,Four Crosses,52.75941,-3.08106
GB,England,Norfolk,Foulsham,52.78182,1.01049
GB,England,Lancashire,Foulridge,53.87579,-2.16864
GB,Scotland,Highland,Fort William,56.81648,-5.11208
GB,England,Dorset,Fortuneswell,50.5603,-2.44243
GB,Scotland,Highland,Fortrose,57.58087,-4.13263
GB,Scotland,South Lanarkshire,Forth,55.76502,-3.68874
GB,Scotland,Moray,Forres,57.60997,-3.62115
GB,England,,Formby,53.55838,-3.06999
GB,Scotland,Angus,Forfar,56.64382,-2.89001
GB,England,East Sussex,Forest Row,51.09641,0.03262
GB,England,,Forest Hill,51.4462,-0.04189
GB,England,Hampshire,Fordingbridge,50.92747,-1.79029
GB,England,Cambridgeshire,Fordham,52.31129,0.39057
GB,England,Northumberland,Ford,55.63333,-2.08333
GB,England,Shropshire,Ford,52.71693,-2.86881
GB,England,Kent,Folkestone,51.08169,1.16734
GB,Wales,Caerphilly,Fochriw,51.74003,-3.29861
GB,Scotland,Moray,Fochabers,57.61445,-3.09947
GB,England,West Northamptonshire,Flore,52.23647,-1.05726
GB,England,Cumbria,Flookburgh,54.17415,-2.97214
GB,England,West Yorkshire,Flockton,53.63034,-1.63945
GB,England,Central Bedfordshire,Flitwick,52.00338,-0.49472
GB,Wales,Flintshire,Flint,53.24488,-3.13231
GB,England,Cumbria,Flimby,54.68956,-3.52092
GB,England,Lancashire,Fleetwood,53.92527,-3.01085
GB,England,Lincolnshire,Fleet,52.79321,0.05854
GB,England,Hampshire,Fleet,51.28333,-0.83333
GB,England,East Riding of Yorkshire,Flamborough,54.11696,-0.12364
GB,Northern Ireland,County Tyrone,Fivemiletown,54.38333,-7.3
GB,England,West Yorkshire,Fitzwilliam,53.63288,-1.3769
GB,England,Lincolnshire,Fishtoft,52.96095,0.02702
GB,Wales,Pembrokeshire,Fishguard,51.99376,-4.97631
GB,England,County Durham,Fishburn,54.68296,-1.43631
GB,England,West Sussex,Fishbourne,50.83641,-0.82088
GB,Northern Ireland,County Tyrone,Fintona,54.5,-7.31667
GB,England,,Finningley,53.48696,-0.99083
GB,England,North Northamptonshire,Finedon,52.33917,-0.65008
GB,England,West Sussex,Findon,50.86816,-0.40735
GB,Scotland,Moray,Findochty,57.69735,-2.90104
GB,England,Derbyshire,Findern,52.87037,-1.54409
GB,England,,Finchley,51.60096,-0.19518
GB,England,Wokingham,Finchampstead,51.36149,-0.85728
GB,England,East Riding of Yorkshire,Fimber,54.03495,-0.63133
GB,England,North Yorkshire,Filey,54.21,-0.28917
GB,Wales,Gwynedd,Ffestiniog,52.95996,-3.93242
GB,England,County Durham,Ferryhill,54.68333,-1.55
GB,England,West Yorkshire,Ferrybridge,53.71058,-1.27948
GB,England,West Sussex,Fernhurst,51.04873,-0.71789
GB,England,Worcestershire,Fernhill Heath,52.23002,-2.19659
GB,Wales,Rhondda Cynon Taf,Ferndale,51.66056,-3.4475
GB,Scotland,East Ayrshire,Fenwick,55.65823,-4.44342
GB,England,,Fenwick,53.63868,-1.0976
GB,England,Cambridgeshire,Fenstanton,52.29903,-0.06712
GB,England,Norfolk,Feltwell,52.48581,0.51945
GB,England,Northumberland,Felton,55.29768,-1.71143
GB,England,,Feltham,51.4462,-0.41388
GB,England,Tyne and Wear,Felling,54.95297,-1.57152
GB,England,Suffolk,Felixstowe,51.96375,1.3511
GB,England,Surrey,Felbridge,51.13913,-0.04116
GB,England,West Yorkshire,Featherstone,53.67688,-1.35647
GB,England,Staffordshire,Fazeley,52.61443,-1.6985
GB,England,Bath and North East Somerset,Fazakerley,53.4614,-2.92863
GB,England,Kent,Faversham,51.3148,0.88856
GB,Scotland,West Lothian,Fauldhouse,55.82749,-3.70741
GB,England,Greater Manchester,Farnworth,53.55,-2.4
GB,England,Nottinghamshire,Farnsfield,53.10223,-1.0332
GB,England,Buckinghamshire,Farnham Royal,51.54208,-0.61584
GB,England,Surrey,Farnham,51.21444,-0.80054
GB,England,Cheshire West and Chester,Farndon,53.08361,-2.87464
GB,England,Nottinghamshire,Farndon,53.05,-0.85
GB,England,Warwickshire,Farnborough,52.14289,-1.36926
GB,England,West Berkshire,Farnborough,51.53333,-1.36667
GB,England,,Farnborough,51.35948,0.06905
GB,England,Hampshire,Farnborough,51.29424,-0.75565
GB,England,Oxfordshire,Faringdon,51.65644,-1.58676
GB,England,Hampshire,Fareham,50.85162,-1.17929
GB,England,Cornwall,Falmouth,50.15441,-5.07113
GB,Scotland,Fife,Falkland,56.25255,-3.20389
GB,Scotland,Falkirk,Falkirk,56.0021,-3.78535
GB,England,South Gloucestershire,Falfield,51.63694,-2.46056
GB,England,Norfolk,Fakenham,52.82996,0.8477
GB,England,East Sussex,Fairlight,50.87802,0.65669
GB,Scotland,North Ayrshire,Fairlie,55.75602,-4.85564
GB,England,Gloucestershire,Fairford,51.70816,-1.78128
GB,England,Telford and Wrekin,Eyton upon the Weald Moors,52.73333,-2.51667
GB,England,Herefordshire,Eyton,52.25,-2.75
GB,England,Kent,Eythorne,51.1971,1.2662
GB,England,Oxfordshire,Eynsham,51.78077,-1.37454
GB,England,Kent,Eynsford,51.36765,0.21132
GB,Scotland,Scottish Borders,Eyemouth,55.8713,-2.0901
GB,England,City of Peterborough,Eye,52.608,-0.19209
GB,England,Suffolk,Eye,52.32055,1.14618
GB,England,Rutland,Exton,52.69106,-0.63463
GB,England,Suffolk,Exning,52.26642,0.37439
GB,England,Devon,Exmouth,50.61723,-3.40233
GB,England,Devon,Exminster,50.68075,-3.49706
GB,England,Warwickshire,Exhall,52.46464,-1.48144
GB,England,Devon,Exeter,50.7236,-3.52751
GB,England,Herefordshire,Ewyas Harold,51.95358,-2.89325
GB,England,Surrey,Ewhurst,51.15448,-0.44344
GB,England,Leicestershire,Evington,52.6,-1.06667
GB,England,Worcestershire,Evesham,52.09237,-1.94887
GB,England,Herefordshire,Evesbatch,52.13333,-2.45
GB,England,Central Bedfordshire,Everton,52.14581,-0.24616
GB,England,Central Bedfordshire,Eversholt,51.98702,-0.55983
GB,England,Somerset,Evercreech,51.14806,-2.50556
GB,England,County Durham,Evenwood,54.62213,-1.76133
GB,Scotland,Highland,Evanton,57.66385,-4.34004
GB,England,Lancashire,Euxton,53.6699,-2.67615
GB,England,Derbyshire,Etwall,52.88353,-1.60023
GB,England,East Riding of Yorkshire,Etton,53.87848,-0.51314
GB,England,Windsor and Maidenhead,Eton,51.48833,-0.60905
GB,England,Redcar and Cleveland,Eston,54.55932,-1.1434
GB,England,Rutland,Essendine,52.70187,-0.4525
GB,England,Surrey,Esher,51.36969,-0.36693
GB,Scotland,Perth and Kinross,Errol,56.39234,-3.21275
GB,England,Wiltshire,Erlestoke,51.28472,-2.05444
GB,England,,Erith,51.48315,0.17484
GB,England,North Lincolnshire,Epworth,53.52602,-0.82399
GB,England,Surrey,Epsom,51.3305,-0.27011
GB,England,Essex,Epping,51.69815,0.11055
GB,Northern Ireland,County Fermanagh,Enniskillen,54.34615,-7.64133
GB,England,,Enfield Lock,51.67086,-0.02748
GB,England,,Enfield Town,51.65147,-0.08497
GB,England,Staffordshire,Endon,53.07687,-2.11297
GB,England,Leicestershire,Enderby,52.58778,-1.20619
GB,England,Hampshire,Emsworth,50.84779,-0.93697
GB,England,Rutland,Empingham,52.66722,-0.59601
GB,England,Norfolk,Emneth,52.64244,0.20857
GB,England,West Yorkshire,Emley,53.61395,-1.6313
GB,England,North Yorkshire,Embsay,53.97664,-1.99282
GB,England,Northumberland,Embleton,55.49592,-1.63619
GB,England,Milton Keynes,Emberton,52.13691,-0.70673
GB,England,Cambridgeshire,Ely,52.39964,0.26196
GB,England,Hartlepool,Elwick,54.68455,-1.29559
GB,England,York,Elvington,53.92087,-0.93495
GB,England,Stockton-on-Tees,Elton,54.55,-1.36667
GB,England,Cheshire West and Chester,Elton,53.26667,-2.81667
GB,England,Herefordshire,Elton,52.33333,-2.8
GB,England,,Eltham,51.45061,0.05225
GB,England,Lancashire,Elswick,53.83836,-2.88147
GB,England,Hertfordshire,Elstree,51.6403,-0.29693
GB,England,Bedford,Elstow,52.10727,-0.4649
GB,England,Surrey,Elstead,51.18548,-0.70536
GB,England,Essex,Elsenham,51.91431,0.22934
GB,England,Suffolk,Elmswell,52.23616,0.91247
GB,Scotland,Aberdeenshire,Ellon,57.36405,-2.07313
GB,England,Northumberland,Ellingham,55.52589,-1.73601
GB,England,Cheshire West and Chester,Ellesmere Port Town,53.27875,-2.90134
GB,England,Shropshire,Ellesmere,52.90838,-2.89806
GB,England,East Riding of Yorkshire,Ellerton,53.85,-0.93333
GB,England,East Riding of Yorkshire,Ellerker,53.75323,-0.60416
GB,England,West Yorkshire,Elland,53.6851,-1.83878
GB,Scotland,Moray,Elgin,57.64947,-3.31843
GB,Scotland,Renfrewshire,Elderslie,55.83327,-4.48598
GB,England,Cumbria,Egremont,54.47941,-3.52756
GB,Northern Ireland,County Londonderry,Eglinton,55.01667,-7.18333
GB,England,Surrey,Egham,51.43158,-0.55239
GB,England,County Durham,Eggleston,54.60916,-2.00312
GB,England,Central Bedfordshire,Edworth,52.05597,-0.21715
GB,England,Nottinghamshire,Edwinstowe,53.19454,-1.06439
GB,England,,Edmonton,51.62561,-0.05798
GB,England,Rutland,Edith Weston,52.63786,-0.63189
GB,England,Wiltshire,Edington,51.27583,-2.10639
GB,Scotland,,Edinburgh,55.95206,-3.19648
GB,England,Blackburn with Darwen,Edgworth,53.64636,-2.39401
GB,England,,Edgware,51.6128,-0.27539
GB,England,Telford and Wrekin,Edgmond,52.774,-2.40967
GB,England,Lancashire,Edenfield,53.66674,-2.30481
GB,England,Kent,Edenbridge,51.19172,0.06729
GB,England,Worcestershire,Eckington,52.06667,-2.11667
GB,England,Lancashire,Eccleston,53.64236,-2.72162
GB,England,,Eccleston,53.45,-2.78333
GB,England,Cheshire West and Chester,Eccleston,53.15,-2.88333
GB,England,Staffordshire,Eccleshall,52.85789,-2.24971
GB,England,Greater Manchester,Eccles,53.48333,-2.33333
GB,Wales,Blaenau Gwent,Ebbw Vale,51.77714,-3.20792
GB,England,Cambridgeshire,Eaton Socon,52.21752,-0.28925
GB,England,Central Bedfordshire,Eaton Bray,51.87697,-0.59167
GB,England,Cheshire East,Eaton,53.18333,-2.2
GB,England,Warwickshire,Ettington,52.13773,-1.60742
GB,England,Nottinghamshire,Eastwood,53.0,-1.3
GB,England,West Sussex,East Wittering,50.76969,-0.87444
GB,Scotland,Fife,East Wemyss,56.16018,-3.06422
GB,England,Thurrock,East Tilbury,51.48053,0.41714
GB,England,Kent,Eastry,51.24639,1.30776
GB,England,East Riding of Yorkshire,Eastrington,53.76038,-0.79325
GB,England,Nottinghamshire,Retford,53.32213,-0.94315
GB,England,Kent,East Peckham,51.21234,0.38624
GB,England,North Northamptonshire,Easton on the Hill,52.62733,-0.50571
GB,England,Dorset,Easton,50.53333,-2.45
GB,England,North Lincolnshire,Eastoft,53.63624,-0.78492
GB,England,Surrey,East Molesey,51.39872,-0.34916
GB,England,Nottinghamshire,East Markham,53.25221,-0.89385
GB,Scotland,East Lothian,East Linton,55.98737,-2.65682
GB,England,Hampshire,Eastleigh,50.96667,-1.35
GB,England,Nottinghamshire,East Leake,52.83015,-1.18103
GB,Scotland,South Lanarkshire,East Kilbride,55.76412,-4.17669
GB,England,Surrey,East Horsley,51.27358,-0.43207
GB,England,Bath and North East Somerset,East Harptree,51.30111,-2.62167
GB,England,Norfolk,East Harling,52.43843,0.93353
GB,England,Oxfordshire,East Hanney,51.63443,-1.39518
GB,England,,East Ham,51.53333,0.05
GB,England,West Sussex,East Grinstead,51.12382,-0.0061
GB,England,,East Dulwich,51.45353,-0.07203
GB,England,Norfolk,East Dereham,52.68333,0.93333
GB,England,Hampshire,East Dean,51.03979,-1.60941
GB,England,Kent,Eastchurch,51.40673,0.85766
GB,England,Northumberland,East Chevington,55.28333,-1.58333
GB,Scotland,West Lothian,East Calder,55.89186,-3.46372
GB,England,Nottinghamshire,East Bridgford,52.97954,-0.96563
GB,England,East Sussex,Eastbourne,50.76871,0.28453
GB,England,Tyne and Wear,East Boldon,54.94452,-1.42815
GB,England,Suffolk,East Bergholt,51.97785,1.01761
GB,England,North Yorkshire,Easingwold,54.1201,-1.1939
GB,England,County Durham,Easington,54.78528,-1.35917
GB,England,East Riding of Yorkshire,Easington,53.65359,0.11501
GB,England,Surrey,Earlswood,51.22901,-0.17582
GB,Scotland,Scottish Borders,Earlston,55.63856,-2.67495
GB,England,,Earls Court,51.49159,-0.19801
GB,England,Essex,Earls Colne,51.92744,0.70107
GB,England,North Northamptonshire,Earls Barton,52.26627,-0.75248
GB,England,Wokingham,Earley,51.44085,-0.92384
GB,England,Cambridgeshire,Earith,52.35422,0.03056
GB,England,Lancashire,Earby,53.91546,-2.14285
GB,England,,Ealing,51.51216,-0.30204
GB,Scotland,East Renfrewshire,Eaglesham,55.74119,-4.27459
GB,Wales,Denbighshire,Dyserth,53.30032,-3.41262
GB,England,Kent,Dymchurch,51.02544,0.99392
GB,Scotland,,Dyce,57.20522,-2.17676
GB,England,Cambridgeshire,Duxford,52.09393,0.15917
GB,England,Gloucestershire,Dursley,51.68139,-2.35333
GB,England,Wiltshire,Durrington,51.19871,-1.77185
GB,England,Wiltshire,Durnford,51.13333,-1.81667
GB,England,County Durham,Durham,54.77676,-1.57566
GB,Wales,Swansea,Dunvant,51.62535,-4.03458
GB,Scotland,West Dunbartonshire,Duntocher,55.92437,-4.41545
GB,England,East Riding of Yorkshire,Dunswell,53.80106,-0.37139
GB,England,Central Bedfordshire,Dunstable,51.88571,-0.52288
GB,Scotland,Scottish Borders,Duns,55.77704,-2.34575
GB,Scotland,Argyll and Bute,Dunoon,55.95031,-4.92734
GB,England,East Riding of Yorkshire,Dunnington,53.95,-0.25
GB,Northern Ireland,County Antrim,Dunloy,55.011,-6.41087
GB,Scotland,East Ayrshire,Dunlop,55.71198,-4.53622
GB,England,Devon,Dunkeswell,50.86301,-3.22289
GB,Scotland,Perth and Kinross,Dunkeld,56.5655,-3.58559
GB,Scotland,Falkirk,Dunipace,56.027,-3.91471
GB,England,Lincolnshire,Dunholme,53.30067,-0.46541
GB,Northern Ireland,County Londonderry,Dungiven,54.93333,-6.91667
GB,Northern Ireland,County Tyrone,Dungannon,54.50344,-6.76723
GB,Scotland,Fife,Dunfermline,56.07156,-3.45887
GB,England,North Somerset,Dundry,51.3988,-2.63964
GB,Northern Ireland,County Down,Dundrum,54.2575,-5.84455
GB,Scotland,South Ayrshire,Dundonald,55.57939,-4.59473
GB,Northern Ireland,County Down,Dundonald,54.59196,-5.79803
GB,Scotland,Dundee City,Dundee,56.46913,-2.97489
GB,England,Warwickshire,Dunchurch,52.33757,-1.29136
GB,Scotland,Stirling,Dunblane,56.18843,-3.96417
GB,Scotland,East Lothian,Dunbar,56.00062,-2.51418
GB,Scotland,Dumfries and Galloway,Dumfries,55.06959,-3.61139
GB,Scotland,West Dunbartonshire,Dumbarton,55.94433,-4.57061
GB,England,Somerset,Dulverton,51.04007,-3.55035
GB,England,Cornwall,Duloe,50.38333,-4.48333
GB,England,Greater Manchester,Dukinfield,53.47497,-2.08809
GB,Scotland,Moray,Dufftown,57.44571,-3.12708
GB,England,Derbyshire,Duffield,52.98627,-1.48865
GB,England,West Midlands Combined Authority,Dudley,52.5,-2.08333
GB,England,Oxfordshire,Ducklington,51.76763,-1.48418
GB,England,Gloucestershire,Drybrook,51.8555,-2.51681
GB,Scotland,Highland,Drumnadrochit,57.33438,-4.47989
GB,England,Greater Manchester,Droylsden,53.48005,-2.14543
GB,England,Derbyshire,Dronfield,53.30221,-1.47507
GB,Northern Ireland,County Tyrone,Dromore,54.51331,-7.45886
GB,Northern Ireland / Tuaisceart Éireann,County Down,Dromore,54.41374,-6.14908
GB,England,Worcestershire,Droitwich,52.26667,-2.15
GB,England,West Yorkshire,Drighlington,53.75592,-1.66443
GB,Scotland,North Ayrshire,Dreghorn,55.60807,-4.62226
GB,England,Somerset,Draycott,51.25615,-2.75116
GB,Northern Ireland,County Londonderry,Draperstown,54.8,-6.76667
GB,England,Herefordshire,Downton,52.36667,-2.83333
GB,England,Wiltshire,Downton,50.99366,-1.75129
GB,England,Surrey,Downside,51.31001,-0.41186
GB,Northern Ireland,County Down,Downpatrick,54.32814,-5.71529
GB,England,Norfolk,Downham Market,52.60714,0.38375
GB,England,Derbyshire,Doveridge,52.90526,-1.8248
GB,England,Essex,Dovercourt,51.93649,1.27831
GB,England,Kent,Dover,51.12598,1.31257
GB,England,Derbyshire,Dove Holes,53.29828,-1.88775
GB,Scotland,Stirling,Doune,56.18995,-4.05288
GB,Scotland,South Lanarkshire,Douglas,55.55,-3.85
GB,England,Herefordshire,Dorstone,52.06667,-3.0
GB,England,West Midlands Combined Authority,Dorridge,52.37259,-1.75318
GB,Scotland,Highland,Dornoch,57.8805,-4.02879
GB,England,Surrey,Dormansland,51.16024,0.00618
GB,England,Surrey,Dorking,51.23228,-0.3338
GB,England,Dorset,Dorchester,50.71667,-2.43333
GB,England,Herefordshire,Donnington,52.0,-2.41667
GB,England,Leicestershire,Donisthorpe,52.72401,-1.538
GB,England,Lincolnshire,Donington,52.90461,-0.20505
GB,England,,Doncaster,53.52285,-1.13116
GB,Northern Ireland / Tuaisceart Éireann,County Down,Donaghcloney,54.41853,-6.25843
GB,Northern Ireland,County Down,Donaghadee,54.64126,-5.53591
GB,Scotland,Clackmannanshire,Dollar,56.16245,-3.67135
