country,name,lat,lng
CA,Columbia Hills,43.46987,-80.60084
CA,Conservation,43.48608,-80.58127
CA,Dearborn,43.48744,-80.51821
CA,Eastbridge,43.51273,-80.50816
CA,Lakeshore North-Conservation,43.49656,-80.56116
CA,Laurelwood,43.46866,-80.58005
CA,Lexington,43.49736,-80.49121
CA,Lincoln,43.49527,-80.50656
CA,Rural East-Country Squire,43.52075,-80.49736
CA,Westvale,43.44452,-80.55669
CA,Willowdale,43.47875,-80.50387
CA,Colonial Acres,43.50107,-80.51774
CA,University Downs,43.48488,-80.49465
CA,Auditorium,43.4484,-80.46967
CA,Bridgeport East,43.47817,-80.46715
CA,Bridgeport North,43.49403,-80.47564
CA,Bridgeport West,43.47843,-80.48432
CA,Brigadoon,43.3915,-80.46289
CA,Cedar Hill,43.44455,-80.48453
CA,Central Frederick,43.45466,-80.47902
CA,Centre District,43.45113,-80.49176
CA,Centreville Chicopee,43.43556,-80.4281
CA,Cherry Hill,43.44462,-80.5083
CA,City Commercial Core,43.44865,-80.48678
CA,Country Hills East,43.41801,-80.46677
CA,Country Hills West,43.41111,-80.48653
CA,Doon South,43.37818,-80.43091
CA,Eastwood,43.44239,-80.46227
CA,Fairfield,43.46419,-80.49622
CA,Grand River South,43.45043,-80.40432
CA,Grand River North,43.45947,-80.43193
CA,Highland West,43.43152,-80.54429
CA,Huron Park,43.40231,-80.47927
CA,Idlewood,43.45004,-80.42768
CA,King East,43.44436,-80.47321
CA,Lower Doon,43.3928,-80.40746
CA,Mill Courtland Woodside Park,43.43848,-80.48391
CA,Mount Hope Huron Park,43.45942,-80.49644
CA,Northward,43.4674,-80.47588
CA,Pioneer Park,43.39269,-80.44095
CA,Southdale,43.43363,-80.49117
CA,Vanier,43.42675,-80.45148
CA,East Hespeler,43.43458,-80.29559
CA,Silver Heights,43.44012,-80.31471
CA,Alison,43.36497,-80.29593
CA,Blair Road,43.37112,-80.33448
CA,Christopher-Champlain,43.34728,-80.30186
CA,Downtown Cambridge,43.36215,-80.3128
CA,East Galt,43.35739,-80.30456
CA,Fiddlesticks,43.39484,-80.28741
CA,Greenway-Chaplin,43.3842,-80.31139
CA,Lang's Farm,43.39783,-80.33558
CA,Little's Corners,43.34386,-80.27583
CA,Popcorn House,43.41953,-80.29878
CA,Preston Centre,43.39437,-80.35936
CA,Preston Heights,43.39723,-80.37686
CA,Southwood,43.34382,-80.33148
CA,La Cité-Limoilou,46.82894,-71.22641
CA,Les Rivières,46.81847,-71.272
CA,Shearwater,44.62676,-63.51369
CA,Nutana Sector,52.09998,-106.63709
CA,Core Neighbourhoods,52.13041,-106.67231
CA,Holmwood,52.1234,-106.53904
CA,Lakewood,52.1085,-106.59027
CA,University Heights,52.14432,-106.57867
CA,Blairmore,52.13081,-106.74275
CA,Confederation,52.13912,-106.70356
CA,Lawson,52.16432,-106.63884
CA,Varsity View,52.12173,-106.64034
CA,Brighton,52.12736,-106.5605
CA,Briarwood,52.1111,-106.55907
CA,Lakewood Urban Centre,52.09964,-106.56646
CA,Rosewood,52.09269,-106.5542
CA,Nutana Urban Centre,52.10225,-106.60839
CA,Queen Elizabeth,52.10454,-106.65678
CA,Stonebridge,52.08454,-106.62266
CA,Arbor Creek,52.13154,-106.57185
CA,Aspen Ridge,52.17769,-106.55203
CA,Erindale,52.14118,-106.56997
CA,Evergreen,52.16686,-106.56717
CA,Silverspring,52.15621,-106.59231
CA,University Heights Urban Centre,52.15077,-106.57512
CA,Willowgrove,52.14681,-106.55466
CA,U of S Lands South Management Area,52.12713,-106.62043
CA,Blairmore Urban Centre,52.12812,-106.75894
CA,Kensington,52.13352,-106.75963
CA,Confederation Urban Centre,52.13213,-106.72291
CA,Hampton Village,52.15421,-106.71752
CA,City Park,52.13825,-106.65447
CA,King George,52.11782,-106.68577
CA,Lawson Heights Urban Centre,52.17004,-106.6342
CA,Downtown,52.12636,-106.66369
CA,Northeast Regina,50.47678,-104.60686
CA,Arcola East,50.43308,-104.53601
CA,Boothill,50.43434,-104.57163
CA,Dewdney East,50.45428,-104.54671
CA,Al Ritchie,50.44248,-104.58496
CA,Cathedral,50.44512,-104.63124
CA,Centre Square,50.44264,-104.60814
CA,Gladmer Park,50.43621,-104.60158
CA,Heritage,50.44822,-104.60079
CA,North Central,50.45715,-104.62776
CA,Harbour Landing,50.40742,-104.6523
CA,McNab,50.45044,-104.66111
CA,Prairie View,50.47671,-104.68614
CA,Rosemont-Mount Royal,50.46288,-104.66477
CA,Twin Lakes,50.50068,-104.67527
CA,Walsh Acres-Lakeridge-Garden Ridge,50.49703,-104.65663
CA,Academy Heights,48.4221,-89.24445
CA,College Heights,48.44072,-89.23475
CA,College Park,48.39442,-89.29047
CA,County Park,48.45835,-89.24668
CA,Current River,48.46948,-89.18734
CA,East End,48.3956,-89.22692
CA,Intercity,48.40893,-89.25479
CA,Northwood,48.3891,-89.27522
CA,Parkdale,48.3859,-89.30696
CA,Shuniah,48.46318,-89.20744
CA,Vickers Park,48.37501,-89.26126
CA,West End,48.43653,-89.24808
CA,Westfort,48.36509,-89.28902
CA,Davie Village,49.28045,-123.13116
CA,Olympic Village,49.26997,-123.11185
CA,Sunset Acres,44.69384,-63.48712
CA,Keystone Village,44.70504,-63.53696
CA,Willowdale,44.65075,-63.47783
CA,Harbourview,44.67717,-63.58543
CA,Westmount,44.64731,-63.61084
CA,Williams Lake,44.61776,-63.60896
CA,Arcadia,45.8081,-66.06383
CA,Haut-Madawaska,47.26057,-68.63689
CA,Vallée-des-Rivières,47.21512,-67.96074
CA,Heron Bay,48.02185,-66.39597
CA,Belle-Baie,47.76532,-65.74496
CA,Bois-Joli,47.99101,-66.5116
CA,Rivière-du-Nord,47.72309,-65.1839
CA,Île-de-Lamèque,47.84661,-64.59607
CA,Hautes-Terres,47.62877,-65.09284
CA,Alnwick,47.21568,-65.18062
CA,Miramichi River Valley,46.61496,-65.90167
CA,Upper Miramichi,46.46603,-66.41116
CA,Nouvelle-Arcadie,46.69807,-65.36133
CA,Beaurivage,46.68206,-64.96023
CA,Five Rivers,46.55684,-64.90456
CA,Grand-Bouctouche,46.48888,-64.71034
CA,Champdoré,46.38601,-64.78239
CA,Beausoleil,46.29835,-64.60329
CA,Maple Hills,46.21332,-64.86945
CA,Cap-Acadie,46.20142,-64.32416
CA,Beaubassin East,46.20917,-64.418
CA,Strait Shores,46.08969,-64.07635
CA,Tantramar,45.93365,-64.39984
CA,Fundy Albert,45.80271,-64.65977
CA,Three Rivers,45.91178,-65.15228
CA,Butternut Valley,45.83331,-65.5347
CA,Valley Waters,45.67299,-65.83704
CA,Fundy-St. Martins,45.40777,-65.43908
CA,Fundy Shores,45.16663,-66.39178
CA,Eastern Charlotte,45.10301,-66.79484
CA,Sunbury-York South,45.83776,-66.60984
CA,Grand Lake,46.11258,-65.95682
CA,Central York,46.0051,-66.90803
CA,Lakeland Ridges,45.97149,-67.48985
CA,Nackawic-Millville,46.07831,-67.23335
CA,Carleton North,46.49895,-67.55754
CA,Southern Victoria,46.77378,-67.72136
CA,Tobique Valley,46.93494,-67.39112
CA,Downtown Charlottetown,46.23253,-63.12734
CA,Stonepark,46.26856,-63.1206
CA,Mt. Edward,46.25987,-63.12752
CA,Sunset Acres,45.9785,-66.67939
CA,Downtown Fredericton,45.96201,-66.64047
CA,Queen Square,45.95566,-66.63922
CA,Town Plat,45.96122,-66.6499
CA,Rabbit Town,45.95519,-66.65065
CA,College Hill,45.94711,-66.64471
CA,Black River-Hardwicke,47.02116,-65.20756
CA,Cap-de-Richibucto,46.59458,-64.77935
CA,North Hanwell,45.95849,-66.68191
CA,Brookside West,45.99957,-66.65096
CA,Skyline Acres,45.93414,-66.6375
CA,Southwood Park,45.92478,-66.62633
CA,Lincoln Heights,45.90832,-66.59215
CA,Uptown Fredericton,45.94259,-66.67021
CA,Fredericton Northside,45.97594,-66.64117
CA,Virginia Park,47.59846,-52.6917
CA,Bally Haly,47.58741,-52.70236
CA,Pleasantville,47.58799,-52.68295
CA,Quidi Vidi,47.58039,-52.6825
CA,Sesame Park,47.51872,-52.76236
CA,Clovelly Trails,47.61604,-52.7103
CA,Bell's Turn,47.59307,-52.72956
CA,King William Estates,47.6116,-52.69615
CA,Clayton Park West,44.65759,-63.66887
CA,Paper Mill Lake,44.7097,-63.67966
CA,Spring Garden,44.64155,-63.58249
CA,Stoneridge,44.63441,-63.6329
CA,Schmidtville,44.63988,-63.57822
CA,Saint-Raphaël,46.796,-70.75576
CA,Bridgwater Centre,49.7945,-97.19784
CA,Bridgwater Forest,49.80481,-97.18287
CA,Bridgwater Lakes,49.79695,-97.20802
CA,Bridgwater Trails,49.78762,-97.20384
CA,Fairfield Park,49.79832,-97.16557
CA,Fort Richmond,49.79187,-97.1444
CA,Montcalm,49.81192,-97.15329
CA,Parc La Salle,49.76539,-97.15983
CA,Prairie Pointe,49.77826,-97.19629
CA,Richmond Lakes,49.76999,-97.16611
CA,Richmond West,49.78319,-97.1659
CA,South Pointe,49.77918,-97.17979
CA,St. Norbert,49.76575,-97.14628
CA,Waverley Heights,49.80816,-97.16758
CA,Fort Garry South,49.79225,-97.16359
CA,St. James-Assiniboia East,49.88986,-97.22653
CA,Birchwood,49.87421,-97.25688
CA,Booth,49.88505,-97.26952
CA,Bruce Park,49.87686,-97.21667
CA,Deer Lodge,49.88175,-97.23048
CA,Jameswood,49.88727,-97.24705
CA,King Edward,49.88461,-97.21331
CA,Silver Heights,49.88103,-97.25144
CA,Woodhaven,49.87444,-97.27241
CA,"United Townships of Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde",45.2,-78.41667
CA,Centre City,51.04512,-114.07431
CC,West Island,-12.15681,96.82251
CD,Yangambi,0.76755,24.43973
CD,Watsa,3.03716,29.53551
CD,Wamba,2.14838,27.99466
CD,Uvira,-3.39534,29.13779
CD,Tshikapa,-6.41621,20.79995
CD,Sake,-1.57386,29.04339
CD,Rutshuru,-1.18666,29.44669
CD,Pweto,-8.46604,28.90079
CD,Pepa,-7.69811,29.7772
CD,Nyunzu,-5.95609,28.01649
CD,Mwene-Ditu,-7.00906,23.45278
CD,Mweka,-4.85187,21.5595
CD,Mulongo,-7.83486,26.99852
CD,Mangbwalu,1.94468,30.03861
CD,Baudhuinville,-7.08408,29.73681
CD,Miabi,-6.22149,23.39254
CD,Mbuji-Mayi,-6.13603,23.58979
CD,Manono,-7.29862,27.39894
CD,Malemba-Nkulu,-8.04475,26.79625
CD,Lusambo,-4.97503,23.44391
CD,Luputa,-7.16177,23.70057
CD,Lukula,-3.86881,23.88348
CD,Luebo,-5.35218,21.42192
CD,Lubero,-0.15837,29.23859
CD,Lubao,-5.38771,25.74885
CD,Lodja,-3.52105,23.6005
CD,Lisala,2.15127,21.51672
CD,Kongolo,-5.38532,27.00029
CD,Kisangani,0.51528,25.19099
CD,Kirumba,-1.09056,29.2925
CD,Kipamba,-8.20591,26.42036
CD,Kindu,-2.94373,25.92237
CD,Kayna,-0.60927,29.17249
CD,Katwa,0.08928,29.30858
CD,Katanda,-0.82535,29.36451
CD,Kasongo,-4.42741,26.66656
CD,Kanyobagonga,-0.69978,29.17181
CD,Kanyama,-7.51668,24.17404
CD,Kananga,-5.89624,22.41659
CD,Kampene,-3.59678,26.66715
CD,Kamina,-8.73508,24.99798
CD,Kalima,-5.4854,28.21601
CD,Kalemie,-5.94749,29.19471
CD,Kabinda,-6.13791,24.48179
CD,Kabeya-Kamwanga,-5.9988,23.25386
CD,Kabare,-2.49682,28.79081
CD,Kabalo,-6.05255,26.9143
CD,Isiro,2.77391,27.61603
CD,Isamba,-4.03333,21.98333
CD,Ilebo,-4.33111,20.58638
CD,Goma,-1.67409,29.22845
CD,Gbadolite,4.279,21.00284
CD,Gandajika,-6.74504,23.95328
CD,Djugu,1.91932,30.50257
CD,Demba,-5.49573,22.26962
CD,Butembo,0.14164,29.29117
CD,Buta,2.78582,24.72997
CD,Businga,3.33863,20.88577
CD,Bunia,1.55941,30.25224
CD,Bumba,2.18771,22.46827
CD,Bukavu,-2.49077,28.84281
CD,Bukama,-9.20443,25.85475
CD,Bongandanga,1.50695,21.0726
CD,Bondo,3.81461,23.68665
CD,Boende,-0.28163,20.88053
CD,Binga,2.37351,20.49769
CD,Beni,0.49113,29.47306
CD,Basoko,1.23909,23.61598
CD,Bakwa,4.1263,27.39527
CD,Babamba,0.18333,27.48333
CD,Aru,2.86218,30.84138
CD,Aketi,2.73877,23.78326
CD,Tshilenge,-10.96667,22.9
CD,Mokambo,-12.42765,28.34684
CD,Malemba,-10.37812,24.54516
CD,Lubumbashi,-11.66089,27.47938
CD,Likasi,-10.98303,26.7384
CD,Kolwezi,-10.71484,25.46674
CD,Kipushi,-11.76097,27.25135
CD,Kambove,-10.87352,26.59746
CD,Fungurume,-10.61771,26.32107
CD,Zongo,4.34283,18.59447
CD,Tshela,-4.99707,12.9484
CD,Nioki,-2.72037,17.69001
CD,Mushie,-3.01728,16.92238
CD,Moanda,-5.92753,12.37148
CD,Mbanza-Ngungu,-5.25837,14.85838
CD,Mbandaka,0.04865,18.26034
CD,Matadi,-5.83861,13.46306
CD,Masi-Manimba,-4.77549,17.89095
CD,Mangai,-4.02328,19.53385
CD,Lukolela,-1.06046,17.1821
CD,Libenge,3.65332,18.63566
CD,Kutu,-2.7249,18.14756
CD,Kinshasa,-4.32758,15.31357
CD,Kimpese,-5.5615,14.43159
CD,Kikwit,-5.04098,18.81619
CD,Kenge,-5.76521,13.65711
CD,Kasongo-Lunda,-6.47833,16.81735
CD,Kasangulu,-4.5833,15.16554
CD,Inongo,-1.9275,18.2881
CD,Inkisi,-5.13122,15.0541
CD,Idiofa,-4.96589,19.59151
CD,Gemena,3.25651,19.77234
CD,Dungu,-3.62437,18.84943
CD,Dibaya-Lubwe,-4.15869,19.8619
CD,Bulungu,-4.54437,18.60364
CD,Bosobolo,4.1898,19.8833
CD,Boma,-5.85098,13.05364
CD,Bolobo,-2.158,16.23249
CD,Bolenge,0.0,18.21667
CD,Basankusu,1.22095,19.80205
CD,Bandundu Province,-3.31687,17.38063
CD,Masina,-4.38361,15.39139
CD,Hyosha,0.69781,29.51863
CD,Mwene,-9.81697,22.87023
CD,Kituku,-7.58157,30.20604
CD,Mangina,0.60419,29.31004
CF,Zemio,5.03144,25.13614
CF,Ouango,4.31325,22.55524
CF,Ouanda Djallé,8.90025,22.80277
CF,Ouadda,8.07771,22.40075
CF,Obo,5.39586,26.49211
CF,Ndélé,8.41091,20.64728
CF,Mobaye,4.31902,21.17861
CF,Kembé,4.62275,21.88645
CF,Ippy,6.26793,21.22468
CF,Grimari,5.73948,20.05564
CF,Gambo,4.64816,22.26331
CF,Bria,6.54233,21.98633
CF,Birao,10.28488,22.78818
CF,Bangassou,4.74132,22.81838
CF,Bamingui,7.55591,20.17667
CF,Bambari,5.76795,20.67565
CF,Alindao,5.02667,21.20876
CF,Yaloké,5.31953,17.10114
CF,Sibut,5.71801,19.07389
CF,Paoua,7.24269,16.44059
CF,Nola,3.52494,16.04583
CF,Mongoumba,3.64153,18.59364
CF,Mbrés,6.668,19.80323
CF,Mbaïki,3.86781,17.98923
CF,Kouango,4.99337,19.96186
CF,Kaga-Bandoro,6.98961,19.18744
CF,Kaboro,6.96953,17.52837
CF,Kabo,7.69937,18.62903
CF,Gamboula,4.11775,15.13926
CF,Dekoa,6.32229,19.07922
CF,Damara,4.96075,18.7035
CF,Carnot,4.94273,15.87735
CF,Bozoum,6.31933,16.37992
CF,Bouca,6.50734,18.2767
CF,Bouar,5.93404,15.59599
CF,Bossemtele I,5.79695,16.51792
CF,Bossembélé,5.26667,17.65
CF,Bossangoa,6.49263,17.45518
CF,Boda,4.31887,17.46953
CF,Bocaranga,6.98533,15.64062
CF,Bobangui,4.05,18.11667
CF,Boali,4.80048,18.12747
CF,Bimbo,4.25671,18.41583
CF,Berbérati,4.26116,15.79216
CF,Bégoua,4.45437,18.53475
CF,Bayanga,2.90496,16.26028
CF,Batangafo,7.30082,18.2833
CF,Baoro,5.66667,15.96667
CF,Bangui,4.36122,18.55496
CF,Baboua,5.79565,14.82799
CF,Abba,5.33354,15.15199
CG,Zanaga,-2.85028,13.82611
CG,Tchikapika,-1.26444,16.18028
CG,Souanké,2.05966,14.13219
CG,Sibiti,-3.68192,13.34985
CG,Sémbé,1.64806,14.58056
CG,Pointe-Noire,-4.77609,11.86352
CG,Owando,-0.48193,15.89988
CG,Ouesso,1.61361,16.05167
CG,Olombo,-1.2653,15.89996
CG,Ntokou-Raymondville,0.0,16.39083
CG,Ngo,-2.48722,15.75556
CG,Ngabé,-3.21472,16.17361
CG,Mvouti,-4.24639,12.48889
CG,Mossendjo,-2.94968,12.70423
CG,Mossaka,-1.21982,16.79921
CG,Mokéko,1.56333,15.94111
CG,Mouyondzi,-3.99437,13.92719
CG,Mbinda,-2.10778,12.87083
CG,Makoua,0.00694,15.63333
CG,Makabana,-3.46333,12.60556
CG,Madingou,-4.15361,13.55
CG,Mabombo,-3.97611,13.57694
CG,Loutété,-4.29611,13.85083
CG,Loukoléla,-1.03806,17.11389
CG,Loudima,-4.11616,13.06755
CG,Dolisie,-4.19834,12.66664
CG,Loango,-4.65602,11.81032
CG,Loandjili,-4.75611,11.85778
CG,Lékana,-2.32528,14.6
CG,Bouansa,-4.21861,13.76167
CG,Komono,-3.2775,13.22611
CG,Kinkala,-4.35859,14.76465
CG,Kindamba,-3.7275,14.52111
CG,Kibangou,-4.16667,12.06667
CG,Kellé,-0.0654,14.49959
CG,Kayes,-4.20493,13.28608
CG,Impfondo,1.61804,18.05981
CG,Hinda,-4.61333,12.04361
CG,Gamboma,-1.87639,15.86444
CG,Ewo,-0.8725,14.82056
CG,Etoumbi,0.02889,14.90556
CG,Epéna,1.3525,17.4525
CG,Enyellé,2.8075,18.01167
CG,Dongou,2.04806,18.05472
CG,Djambala,-2.54472,14.75333
CG,Divenié,-2.67722,12.08556
CG,Brazzaville,-4.26613,15.28318
CG,Boundji,-1.02605,15.35914
CG,Boko,-0.42306,15.7475
CG,Bétou,3.055,18.51722
CG,Baratier,-4.15417,14.90194
CG,Abala,-3.36,15.47583
CG,Mindouli,3.10278,18.51111
CG,Pokola,1.405,16.31833
CG,Kimongo,-4.475,12.9425
CG,Nzassi,-4.98111,12.03972
CG,Nyanga,-2.91408,11.88751
CG,Oyo,-1.165,15.97
CG,Nkayi,-4.18396,13.2859
CH,Zwingen,47.43825,7.53027
CH,Zweisimmen,46.55539,7.37302
CH,Zuzwil,47.47452,9.11196
CH,Bad Zurzach,47.58764,8.29365
CH,Zürich,47.36667,8.55
CH,Zuoz,46.60206,9.95965
CH,Zunzgen,47.44925,7.80789
CH,Zumikon,47.33158,8.62271
CH,Zug,47.17242,8.51745
CH,Zuchwil,47.20173,7.56649
CH,Zollikon,47.34019,8.57407
CH,Zollikofen,46.99905,7.45809
CH,Zofingen,47.28779,7.94586
CH,Zizers,46.93575,9.56491
CH,Zernez,46.69862,10.09268
CH,Zermatt,46.01998,7.74863
CH,Zell,47.13673,7.92495
CH,Zäziwil,46.90196,7.66185
CH,Yvonand,46.80034,6.74249
CH,Yverdon-les-Bains,46.77852,6.64115
CH,Wyssachen,47.07851,7.82922
CH,Wynigen,47.10586,7.66681
CH,Wynau,47.2557,7.81626
CH,Würenlos,47.44205,8.36261
CH,Würenlingen,47.53356,8.25666
CH,Worben,47.10279,7.29518
CH,Worb,46.92984,7.56306
CH,Wollerau,47.19478,8.71903
CH,Wolhusen,47.05983,8.07389
CH,Wolfwil,47.26871,7.79652
CH,Wölflinswil,47.4607,7.99835
CH,Wolfenschiessen,46.90322,8.39423
CH,Wohlen,47.35066,8.27517
CH,Wohlen,46.97118,7.35685
CH,Wittnau,47.48139,7.97577
CH,Wittenbach,47.46108,9.38601
CH,Zürich (Kreis 7) / Witikon,47.35751,8.59105
CH,Winterthur,47.50564,8.72413
CH,Windisch,47.47899,8.21842
CH,Wimmis,46.67587,7.63972
CH,Willisau,47.12183,7.99418
CH,Wildhaus,47.20583,9.35402
CH,Wilderswil,46.66369,7.86175
CH,Wilchingen,47.66745,8.46774
CH,Wila,47.41928,8.84524
CH,Wil,47.46152,9.04552
CH,Wikon,47.26339,7.96801
CH,Wigoltingen,47.5977,9.03141
CH,Wiesendangen / Wiesendangen (Dorf),47.5217,8.78967
CH,Wiedlisbach,47.25194,7.6461
CH,Zürich (Kreis 3) / Alt-Wiedikon,47.36201,8.51497
CH,Wetzikon,47.3264,8.79779
CH,Wettingen,47.46606,8.32663
CH,Werthenstein,47.05578,8.10182
CH,Welschenrohr,47.28052,7.52664
CH,Weisslingen,47.43063,8.76787
CH,Weiningen,47.42022,8.43644
CH,Weinfelden,47.56667,9.1
CH,Weggis,47.03208,8.43219
CH,Wegenstetten,47.49797,7.93141
CH,Weesen,47.13447,9.09644
CH,Wauwil,47.18457,8.021
CH,Wattwil,47.29955,9.08657
CH,Wattenwil,46.76973,7.50835
CH,Wängi,47.49654,8.95325
CH,Wangen an der Aare,47.23208,7.65253
CH,Wangen,47.34365,7.86982
CH,Walzenhausen,47.44867,9.60495
CH,Waltenschwil,47.33339,8.29791
CH,Wallisellen,47.41499,8.59672
CH,Walenstadt,47.12411,9.31194
CH,Walkringen,46.94856,7.6204
CH,Waldstatt,47.35627,9.28345
CH,Waldkirch,47.46859,9.28665
CH,Waldenburg,47.38333,7.75
CH,Wald,47.27595,8.91405
CH,Walchwil,47.10169,8.51693
CH,Wahlen,47.40226,7.51511
CH,Wagenhausen,47.66003,8.84782
CH,Wädenswil,47.22683,8.6687
CH,Vuadens,46.61545,7.01732
CH,Vouvry,46.33746,6.8895
CH,Vorderthal,47.12172,8.90225
CH,Vordemwald,47.27585,7.90114
CH,Volketswil / Volketswil (Dorf),47.39016,8.69085
CH,Vitznau,47.01014,8.4842
CH,Visperterminen,46.25899,7.90192
CH,Visp,46.2937,7.88149
CH,Vionnaz,46.31101,6.90062
CH,Villnachern,47.47098,8.15975
CH,Villmergen,47.35009,8.24762
CH,Villigen,47.52682,8.21486
CH,Villeneuve,46.39869,6.92654
CH,Villaz-Saint-Pierre,46.72074,6.95638
CH,Villars-sur-Ollon,46.29832,7.05631
CH,Villars-sur-Glâne,46.79054,7.11717
CH,Viganello,46.01342,8.96879
CH,Vicques,47.35,7.41342
CH,Veyrier,46.16699,6.18436
CH,Vex,46.21239,7.39826
CH,Vevey,46.46299,6.84345
CH,Vétroz,46.22171,7.27858
CH,Versoix,46.28382,6.16214
CH,Verscio,46.18482,8.73224
CH,Vernier,46.21702,6.08497
CH,Vernayaz,46.13667,7.03906
CH,Verbier,46.1002,7.22651
CH,Veltheim (Kreis 5),47.51419,8.717
CH,Veltheim,47.43796,8.14722
CH,Vechigen,46.94616,7.56065
CH,Varen,46.3186,7.60743
CH,Vandœuvres,46.22179,6.20285
CH,Vals Platz,46.61647,9.18025
CH,Vallorbe,46.71256,6.37894
CH,Uzwil,47.43653,9.13422
CH,Uznach,47.22421,8.98263
CH,Utzenstorf,47.13248,7.55355
CH,Uttwil,47.5844,9.34101
CH,Uttigen,46.79435,7.57789
CH,Uster,47.34713,8.72091
CH,Urtenen,47.02667,7.50081
CH,Urnäsch,47.31669,9.2795
CH,Wetzikon / Unter-Wetzikon,47.31637,8.79369
CH,Untervaz,46.9275,9.53422
CH,Untersiggenthal,47.50213,8.25554
CH,Unterseen,46.6853,7.84722
CH,Unterlunkhofen,47.3212,8.38102
CH,Unterkulm,47.30998,8.11371
CH,Illnau / Unter-Illnau,47.40787,8.72607
CH,Unteriberg,47.06258,8.8052
CH,Unterengstringen,47.41396,8.44761
CH,Ehrendingen,47.5025,8.34729
CH,Unterägeri,47.13645,8.5853
CH,Uitikon,47.36911,8.45699
CH,Uhwiesen,47.67074,8.63542
CH,Uetikon,47.26441,8.67925
CH,Uetendorf,46.77392,7.57251
CH,Uerkheim,47.30353,8.0232
CH,Uerikon,47.23672,8.7573
CH,Ueberstorf,46.86587,7.30998
CH,Udligenswil,47.09005,8.40335
CH,Turtmann,46.30028,7.702
CH,Turgi,47.49201,8.25412
CH,Turbenthal,47.43633,8.84629
CH,Tuggen,47.20291,8.94896
CH,Trun,46.74292,8.98716
CH,Trubschachen,46.92228,7.8452
CH,Trub,46.94168,7.87996
CH,Troistorrents,46.2289,6.91589
CH,Trogen,47.40782,9.46498
CH,Trimmis,46.90075,9.5612
CH,Trimbach,47.36561,7.8868
CH,Triengen,47.23573,8.07652
CH,Treyvaux,46.72796,7.13769
CH,Trélex,46.41538,6.20813
CH,Travers,46.94018,6.67595
CH,Tramelan,47.22298,7.10287
CH,Trachselwald,47.01699,7.73639
CH,Töss (Kreis 4),47.4789,8.70215
CH,Toffen,46.86031,7.49216
CH,Tiefencastel,46.66014,9.57883
CH,Thusis,46.69724,9.43938
CH,Thundorf,47.54594,8.96358
CH,Thun,46.75118,7.62166
CH,Thierachern,46.75319,7.57442
CH,Therwil,47.49941,7.55669
CH,Thayngen,47.74717,8.70724
CH,Thalwil,47.29175,8.56351
CH,Teufenthal,47.32896,8.11777
CH,Teufen,47.3908,9.38644
CH,Tesserete,46.06813,8.96501
CH,Tegerfelden,47.55809,8.28914
CH,Tavannes,47.22079,7.19759
CH,Täuffelen,47.0663,7.19883
CH,Tann,47.26898,8.85024
CH,Tanay,46.34503,6.83041
CH,Tamins,46.82964,9.40648
CH,Tägerwilen,47.65698,9.13999
CH,Tafers,46.81483,7.21852
CH,Sursee,47.17088,8.11113
CH,Sumiswald,47.02747,7.74526
CH,Sulz,47.53602,8.09628
CH,Sulgen,47.53967,9.18585
CH,Suhr,47.37172,8.07967
CH,Subingen,47.19852,7.61949
CH,Strengelbach,47.27917,7.92895
CH,Stettlen,46.95835,7.52508
CH,Stettfurt,47.52588,8.95317
CH,Steinhausen,47.1951,8.48581
CH,Steinen,47.04975,8.61214
CH,Stein am Rhein,47.65933,8.85964
CH,Stein,47.54403,7.95256
CH,Steffisburg,46.77807,7.63249
CH,Steckborn,47.66667,8.98333
CH,Staufen,47.38197,8.16681
CH,Stansstad,46.9768,8.33553
CH,Stans,46.95805,8.36609
CH,Stalden,46.23341,7.87273
CH,Staffelbach,47.28395,8.04208
CH,Stäfa,47.24254,8.72342
CH,Stabio,45.84846,8.93642
CH,Spreitenbach,47.42285,8.36792
CH,Spiez,46.68473,7.69111
CH,Speicher,47.4109,9.44335
CH,Sottens,46.65521,6.74197
CH,Sorengo,45.99766,8.93783
CH,Solothurn,47.20791,7.53714
CH,Sissach,47.46408,7.80888
CH,Sirnach,47.46222,8.99763
CH,Sitten,46.22739,7.35559
CH,Sins,47.19296,8.39384
CH,Silvaplana,46.4581,9.79514
CH,Silenen,46.7891,8.67325
CH,Sigriswil,46.71656,7.71335
CH,Signau,46.91944,7.72418
CH,Sierre,46.29192,7.53559
CH,Siebnen,47.17449,8.89781
CH,Sevelen,47.12213,9.48601
CH,Seuzach / Seuzach (Dorf),47.53545,8.73728
CH,Seon,47.34848,8.16072
CH,Sennwald,47.26063,9.50268
CH,Sempach,47.13577,8.19149
CH,Sementina,46.18363,8.99162
CH,Selzach,47.20531,7.45521
CH,Seltisberg,47.46249,7.72039
CH,Seftigen,46.78765,7.53937
CH,Seengen,47.32503,8.20724
CH,Seedorf,47.03445,7.31249
CH,Seedorf,46.88199,8.61611
CH,Seeberg,47.15585,7.66567
CH,Zürich (Kreis 11) / Seebach,47.42181,8.54779
CH,Scuol,46.79671,10.29804
CH,Schwyz,47.02076,8.65414
CH,Schwellbrunn,47.35255,9.24894
CH,Schwarzenberg,47.01705,8.17261
CH,Schwanden,46.99541,9.0701
CH,Schwaderloch,47.58541,8.14455
CH,Schüpfheim,46.95161,8.01723
CH,Schüpfen,47.03661,7.37723
